,Country,Social TF Programs,Wealth-ranking,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
53,Brazil,1,2,2011,7.037816525,9.637131691,0.916252911,64.05999756,0.833655775,-0.07384111,0.662166715,0.698406935,0.267524213,0.502891362,South America,16,17.9,152.5765,7.13,98,71,26,98,99,0.25,8966,197.51,2.9,2.8,7.1,0,1,73.9
205,Jordan,1,2,2013,5.171952724,9.250994682,0.840379238,67.23999786,0.692227006,-0.118808784,,0.597289801,0.286033303,,Middle East,15.8,18.4,112.171,0.35,98,98,28.8,98,98,0.13,4275,8.52,3.9,3.9,9.9,0,1,73.9
336,Serbia,0,2,2009,4.380311966,9.57135582,0.770126104,65.55999756,0.372881293,-0.179316059,0.960977912,0.465632796,0.435473621,,Rest of Europe,6.7,7.8,130.945,9.78,93,87,25.7,97,95,0.02,5148,7.32,2.3,2.3,10.4,0,1,74
328,Saudi Arabia,0,1,2011,6.699789524,10.75767231,0.829633653,62.40000153,0.603455663,-0.144417733,,0.698994219,0.240139723,,Middle East,9.9,11.5,92.9715,0,98,97,28.1,98,98,0.13,19813,28.27,7.4,7.4,9.1,0,1,74.1
20,Armenia,1,2,2013,4.277191162,9.277183533,0.723260045,65.51999664,0.504081845,-0.196634799,0.899796784,0.502904475,0.449949831,0.260400474,Rest of Europe,14,15.6,128.387,3.92,95,97,26.2,96,95,0.08,3407,2.9,2.1,2.1,11.4,0,1,74.1
81,China,1,2,2009,4.454360962,8.995828629,0.79803437,66.44000244,0.771143258,-0.161358118,,0.669665992,0.16165024,,Asia,13.6,17,95.1415,4.88,99,98,23.1,99,99,0.1,5129,1331.26,4.4,3.8,7.1,0,1,74.1
160,Honduras,1,2,2013,4.713358402,8.53963089,0.791960239,61.70000076,0.698400378,-0.027667034,0.867699742,0.794984698,0.283281326,0.253187001,Central America and Caribbean,17.7,20.7,149.23,2.7,97,83,26.4,99,97,0.07,2228,8.8,2.2,2.1,5.8,0,1,74.1
306,Peru,1,2,2009,5.518846989,9.145059586,0.79869628,67.23999786,0.638375103,-0.080154046,0.880333722,0.757985055,0.320298076,0.174843535,South America,16.2,20.8,134.0135,5.04,93,42,25.9,92,93,0.16,4819,28.79,1.2,1.2,8.4,0,1,74.1
216,Kuwait,0,1,2009,6.585246086,11.06485939,0.926411927,69,0.818781018,0.003958656,0.675121784,0.694339871,0.251759946,,Middle East,9.2,10.7,71.642,0.1,99,94,29,99,99,0.13,34800,2.82,3.3,3.2,6.6,0,1,74.2
162,Hungary,0,2,2010,4.725132465,10.1058588,0.895693719,65.80000305,0.513835371,-0.1469879,0.98327601,0.574385524,0.234813049,0.251568109,European Union,5.1,6,156.927,10.7,88,99,26.8,99,99,0.08,11314,10,1.8,1.8,11.9,1,0,74.2
54,Brazil,1,2,2012,6.660003662,9.647226334,0.890314102,64.22000122,0.848606348,,0.622543156,0.685310841,0.349758685,0.458935678,South America,15.4,17.2,150.2245,7.12,96,70,26.1,96,95,0.24,9057,199.29,2.8,2.8,7.3,0,1,74.2
377,Thailand,1,2,2010,6.216702938,9.57491684,0.897651255,67.09999847,0.859636426,0.534634352,0.916693389,0.821447611,0.181523174,0.683404207,Asia,11.7,13.6,160.1755,6.19,98,91,23.8,99,99,0.23,5164,67.2,8.2,8.3,7.7,0,1,74.2
329,Saudi Arabia,0,1,2012,6.396359444,10.77946568,0.867100954,62.59999847,0.560455382,-0.122059062,,0.691676438,0.224840984,,Middle East,9.3,10.8,91.4105,0,98,98,28.2,98,98,0.13,20250,29.15,7.5,7.4,9.4,0,1,74.3
236,Malaysia,0,2,2009,5.384701729,9.87524128,0.791666389,65.31999969,0.874319792,-0.010368506,0.858095229,0.740035117,0.163549751,0.818658829,Asia,6.9,8.1,127.9145,0.5,96,95,24.9,97,97,0.18,7809,27.74,8.3,8.2,9.6,0,1,74.3
337,Serbia,0,2,2010,4.461304188,9.582659721,0.725563347,65.69999695,0.462647259,-0.171907663,0.96547246,0.445710063,0.415409207,,Rest of Europe,6.6,7.6,127.7695,8.87,89,91,25.8,91,91,0.02,5206,7.29,2.2,2.3,10.4,0,1,74.3
217,Kuwait,0,1,2010,6.798151016,10.98207378,0.892722309,69.19999695,0.703019738,-0.034147337,0.486111403,0.686744034,0.203395993,,Middle East,8.9,10.4,68.3055,0,99,99,29,98,98,0.13,32035,2.99,3.3,3.2,6.8,0,1,74.4
330,Saudi Arabia,0,1,2013,6.495132923,10.77579212,0.826695323,62.79999924,0.661042333,-0.083632588,,0.691165626,0.275550067,,Middle East,8.8,10.2,90.265,0,98,99,28.3,98,98,0.13,20176,30.05,7.6,7.5,9.5,0,1,74.4
286,North Macedonia,0,2,2009,4.428021908,9.480629921,0.734430969,64.81999969,0.552173734,-0.044544183,0.843915761,0.487668097,0.370053828,,Rest of Europe,9.7,11,108.3685,3.67,95,97,26.2,96,96,0.08,4208,2.05,2.3,2.4,8.9,0,1,74.4
323,Romania,0,2,2011,5.02275753,9.942332268,0.752606809,65.58000183,0.650402188,-0.141707927,0.964042604,0.500530779,0.294461548,0.116410844,European Union,10,11.8,139.7255,9.58,96,91,26.2,89,89,0.04,7810,20.15,2.9,3.1,10.8,1,0,74.4
324,Romania,0,2,2012,5.166874886,9.966984749,0.740043104,65.76000214,0.644536138,-0.113436006,0.959486127,0.519568145,0.342614621,0.236376286,European Union,9.5,11.2,135.6795,9.66,96,90,26.3,92,91,0.04,8005,20.06,2.8,3,10.9,1,0,74.4
82,China,1,2,2010,4.652736664,9.092073441,0.767752588,66.69999695,0.804793596,-0.134284899,,0.658100963,0.158099651,,Asia,12.5,15.8,92.937,5.75,99,99,23.2,99,99,0.1,5647,1337.71,4.2,3.6,7.3,0,1,74.4
307,Peru,1,2,2010,5.612785339,9.216964722,0.811914384,67.5,0.756706417,-0.061523955,0.880594134,0.744028509,0.330243468,0.192308694,South America,15.3,19.8,132.268,5.23,93,56,26,92,93,0.15,5178,29.03,1.1,1.1,8.4,0,1,74.4
237,Malaysia,0,2,2010,5.580281734,9.929952621,0.839095771,65.40000153,0.769190669,0.030644318,0.843691051,0.752467334,0.191947669,0.733622134,Asia,6.9,8.1,127.3235,0.52,96,95,25,96,96,0.17,8248,28.21,8.2,8,9.8,0,1,74.5
338,Serbia,0,2,2011,4.815186501,9.610713005,0.773210645,65.83999634,0.440458298,-0.186575055,0.976917386,0.458074152,0.410254955,,Rest of Europe,6.4,7.4,124.594,8.55,94,90,25.8,94,94,0.02,5354,7.23,2.2,2.2,10.6,0,1,74.5
55,Brazil,1,2,2013,7.140282631,9.668095589,0.910421729,64.37999725,0.784814954,-0.096215256,0.706954181,0.724736154,0.275667757,0.393331289,South America,14.9,16.7,148.2705,6.86,96,69,26.2,96,97,0.24,9248,201.04,2.8,2.7,7.4,0,1,74.5
218,Kuwait,0,1,2011,6.377699375,11.01678658,0.881911993,69.40000153,0.768603504,,0.560423911,0.72620672,0.176825136,,Middle East,8.5,10,64.969,0,99,99,29.1,99,99,0.13,33167,3.17,3.3,3.2,7,0,1,74.6
378,Thailand,1,2,2011,6.663609028,9.578482628,0.884350836,67.27999878,0.92688185,0.398804367,0.923195601,0.834183812,0.116675928,0.539867997,Asia,11.2,13,157.2635,6.61,98,91,23.9,99,99,0.22,5182,67.52,8.1,8.2,7.5,0,1,74.6
219,Kuwait,0,1,2012,6.221094608,11.02544117,0.888916671,69.59999847,0.934049547,,,0.794144511,0.095490493,,Middle East,8.2,9.6,61.6325,0,98,99,29.2,98,98,0.13,33455,3.35,3.4,3.3,7.2,0,1,74.7
238,Malaysia,0,2,2011,5.786367416,9.965957642,0.770422995,65.48000336,0.840359092,-0.018023714,0.841504574,0.785432994,0.154874966,0.785984397,Asia,6.8,8,126.7315,0.54,96,95,25.1,96,96,0.16,8550,28.65,8,7.8,10.1,0,1,74.7
83,China,1,2,2011,5.037207603,9.177826881,0.787171185,66.95999908,0.824162364,-0.187382281,,0.710054815,0.133503452,,Asia,11.5,14.6,90.7325,5.36,99,99,23.3,99,99,0.1,6153,1345.04,4.1,3.5,7.4,0,1,74.7
308,Peru,1,2,2011,5.892457485,9.270196915,0.756304562,67.76000214,0.772759497,-0.124476716,0.823664963,0.74246645,0.330921263,0.293339759,South America,14.6,18.8,130.5225,5.22,91,70,26.1,91,91,0.13,5461,29.26,1.1,1.1,9.1,0,1,74.7
421,Vietnam,1,2,2009,5.304264545,8.482665062,0.815026462,64.41999817,0.834133863,-0.062267762,0.837869763,0.480906844,0.189930111,0.863494039,Asia,18.5,23.2,132.423,1.97,94,65,20.9,97,96,0.18,1913,87.09,14.6,15.5,8,0,1,74.7
339,Serbia,0,2,2012,5.154521942,9.608726501,0.819430411,65.98000336,0.460574687,-0.132129163,0.951667845,0.447128445,0.371236444,0.223251179,Rest of Europe,6.2,7.1,121.4185,8.78,97,90,25.9,93,91,0.02,5344,7.2,2.1,2.1,10.5,0,1,74.8
422,Vietnam,1,2,2010,5.295780659,8.534917831,0.786611378,64.5,0.831494451,-0.006215793,0.74263674,0.670660913,0.215798423,0.850196421,Asia,18.3,22.9,131.235,2.26,88,65,21,94,93,0.17,2016,87.97,14.5,15.4,7.5,0,1,74.8
220,Kuwait,0,1,2013,6.480031013,10.98521423,0.861948133,69.80000305,0.750524879,,,0.686251163,0.282628983,,Middle East,7.9,9.2,60.4675,0,99,99,29.3,99,99,0.13,32136,3.53,3.4,3.3,6.7,0,1,74.9
163,Hungary,0,2,2011,4.917602539,10.12712288,0.893662214,65.95999908,0.631100118,-0.090984076,0.939908028,0.586092055,0.304519564,0.35979417,European Union,4.9,5.9,149.61,11.37,88,99,26.9,99,99,0.08,11557,9.97,1.7,1.7,12,1,0,74.9
239,Malaysia,0,2,2012,5.914283752,10.00478935,0.841218948,65.55999756,0.848071814,0.015306284,0.846618474,0.744375229,0.176881894,0.761775732,Asia,6.8,8,126.1405,0.55,97,99,25.3,97,97,0.16,8889,29.07,7.9,7.7,10.1,0,1,74.9
260,Mexico,0,2,2013,7.442546368,9.830936432,0.759138405,65.51999664,0.738716662,-0.166309223,0.614747047,0.749586701,0.22294873,0.395571351,North America,14.9,17.3,113.631,3.81,82,76,27.7,83,83,0.16,9283,118.83,1.6,1.5,8.4,0,1,74.9
289,North Macedonia,0,2,2012,4.639647484,9.527177811,0.798305035,65.05999756,0.613055706,-0.086802199,0.919845164,0.550912976,0.421751916,0.369646579,Rest of Europe,9,10.1,101.497,3.54,98,97,26.4,97,95,0.08,4408,2.06,2.2,2.2,9.3,0,1,74.9
381,Tunisia,0,2,2009,5.025470257,9.262184143,,66.22000122,0.781496286,-0.124317981,0.722210646,,,,Africa,16.2,18.9,99.6225,1.36,99,97,25.8,99,99,0.04,3881,10.53,6.3,6.3,6.4,0,1,74.9
116,Ecuador,1,2,2009,6.021803379,9.225117683,0.779397964,65.45999908,0.736880839,-0.109176196,0.774304509,0.795992076,0.255967915,0.535495281,South America,17,19.9,135.975,4.2,91,99,26.4,91,94,0.16,5225,14.77,1.3,1.2,7.9,0,1,74.9
423,Vietnam,1,2,2011,5.767344475,8.585229874,0.897655129,64.58000183,0.818404377,0.104498833,0.742161632,0.493658513,0.192669109,0.772131264,Asia,18.1,22.7,130.047,2.46,95,65,21.2,96,95,0.16,2123,88.87,14.4,15.2,7.6,0,1,74.9
258,Mexico,0,2,2011,6.909515381,9.808419228,0.824064076,65.23999786,0.831368089,-0.100942686,0.697580218,0.700016022,0.227555886,0.383446395,North America,15.9,18.5,116.3525,4,98,97,27.6,97,97,0.16,9076,115.7,1.6,1.6,8.4,0,1,75
259,Mexico,0,2,2012,7.320185184,9.8306427,0.767279446,65.37999725,0.787768304,-0.094449662,0.633281112,0.721975505,0.278110534,0.3614088,North America,15.4,17.9,115.0265,3.86,99,92,27.7,99,99,0.16,9280,117.27,1.6,1.5,8.6,0,1,75
287,North Macedonia,0,2,2010,4.180202007,9.511555672,0.68685478,64.90000153,0.513183951,-0.06096049,0.856452644,0.472753972,0.313819051,,Rest of Europe,9.2,10.4,106.0775,3.53,90,97,26.3,95,95,0.08,4340,2.06,2.3,2.3,9.1,0,1,75
382,Tunisia,0,2,2010,5.130520821,9.286338806,0.863187671,66.30000305,0.623592854,-0.140940055,0.732379258,0.696831405,0.248912811,0.903174698,Africa,15.8,18.4,98.3545,1.26,98,98,25.9,98,98,0.04,3955,10.64,6.3,6.3,6.7,0,1,75
84,China,1,2,2012,5.094917297,9.246742249,0.787818193,67.22000122,0.808255136,-0.185606092,,0.689159811,0.158702999,,Asia,10.6,13.5,88.5285,5.52,99,99,23.4,99,99,0.1,6592,1354.19,3.9,3.3,7.5,0,1,75
309,Peru,1,2,2012,5.824557304,9.321531296,0.764071584,68.01999664,0.703000546,-0.080573991,0.866837919,0.705466568,0.397958517,0.272202104,South America,13.9,17.9,128.7765,5.35,95,63,26.2,94,95,0.13,5749,29.51,1.1,1.1,8.6,0,1,75
379,Thailand,1,2,2012,6.300235271,9.643714905,0.906098127,67.45999908,0.846932828,0.378443688,0.908612072,0.732703328,0.137503058,0.702815235,Asia,10.6,12.4,154.351,7.1,98,91,24,99,99,0.2,5531,67.84,8,8.1,7.7,0,1,75
424,Vietnam,1,2,2012,5.53456974,8.625956535,0.775008678,64.66000366,0.856053472,-0.110822625,0.814884901,0.546053529,0.221355975,0.856453717,Asia,17.9,22.4,128.8585,2.57,97,65,21.3,97,97,0.14,2217,89.8,14.4,15,7.8,0,1,75
425,Vietnam,1,2,2013,5.022698879,8.668226242,0.75947696,64.73999786,0.91960746,-0.027623711,0.771245837,0.688877702,0.165225267,0.811746299,Asia,17.8,22.2,127.4215,2.68,59,65,21.5,93,59,0.13,2315,90.75,14.3,14.9,7.9,0,1,75
164,Hungary,0,2,2012,4.683358192,10.11962986,0.906113982,66.12000275,0.56923151,-0.138156757,0.930297315,0.581948757,0.315398008,0.209778264,European Union,4.8,5.7,142.5135,11.13,88,99,27,99,99,0.08,11470,9.92,1.7,1.7,12.2,1,0,75.1
240,Malaysia,0,2,2013,5.770199776,10.03696632,0.830900133,65.63999939,0.79131043,0.262273431,0.755383492,0.664112806,0.316551626,0.754481137,Asia,6.8,8,124.668,0.55,96,99,25.4,97,97,0.15,9179,29.47,7.8,7.6,10.1,0,1,75.1
256,Mexico,0,2,2009,6.962819099,9.750859261,0.868220747,64.95999908,0.682463408,-0.077390425,0.764225543,0.763129532,0.19607076,0.446137846,North America,17,19.9,119.005,4.37,95,92,27.5,95,95,0.16,8569,112.46,1.7,1.6,8.2,0,1,75.1
257,Mexico,0,2,2010,6.802388668,9.786392212,0.876389682,65.09999847,0.778120756,-0.049904257,0.692891896,0.745259702,0.215494677,0.37198627,North America,16.4,19.2,117.679,4.05,93,91,27.5,95,95,0.16,8879,114.09,1.6,1.6,8,0,1,75.1
266,Montenegro,0,2,2009,4.8010602,9.70186615,0.81598419,66.12000275,0.55636555,-0.103035189,0.838485658,0.533456802,0.422739923,,Rest of Europe,6.3,7.4,118.42,10.17,87,96,26,91,92,0.03,5834,0.62,2,2.1,11,0,1,75.1
288,North Macedonia,0,2,2011,4.898180008,9.53296566,0.784300089,64.98000336,0.607463241,-0.089687094,0.865062475,0.503090858,0.36275062,,Rest of Europe,8.8,10,103.787,3.52,96,97,26.4,97,96,0.08,4434,2.06,2.2,2.3,9.3,0,1,75.1
325,Romania,0,2,2013,5.081584454,10.00771427,0.777552068,65.94000244,0.654542148,-0.131343663,0.95184356,0.540932298,0.32861948,0.241623357,European Union,8.9,10.6,133.321,9.65,96,88,26.4,88,92,0.04,8338,19.98,2.7,2.9,10.9,1,0,75.1
