,Country,after,treated,Wealth_ranking,Year,Life_Ladder,Log_GDP_per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
649,Mauritania,1,1,3,2008,4.248075008,8.480745316,0.670252621,56.79999924,0.593264878,-0.016934002,0.840947509,0.747175515,0.176086441,0.432421237,Africa,63.8,101.1,216,0.018,74,64,24.4,73,74,0.24,1462,3.3,9.2,8.9,3.6,0,1,62
251,Mauritania,0,1,3,2009,4.500431538,8.452671051,0.819333792,57.09999847,0.735071182,0.040320076,0.848293781,0.717251658,0.169828594,0.37321496,Africa,62.5,98.4,214,0.004,64,64,24.5,63,64,0.21,1422,3.39,8.9,8.7,3.7,0,1,62.3
252,Mauritania,0,1,3,2010,4.772306919,8.449266434,0.856507838,57.40000153,0.66893059,0.056135543,0.72736448,0.73715651,0.128675625,0.493744522,Africa,61.2,95.6,212,0,64,64,24.6,52,64,0.19,1417,3.49,8.7,8.5,3.8,0,1,62.5
253,Mauritania,1,1,3,2011,4.784804344,8.460693359,0.750276566,57.70000076,0.566920221,0.052993953,0.746937871,0.729369521,0.174862579,0.42903164,Africa,60,93,210,0,75,64,24.6,73,75,0.18,1433,3.6,8.5,8.3,3.9,0,1,62.8
713,Nepal,1,1,3,2008,4.440526485,7.823812008,0.81765765,59.77999878,0.617604792,0.280979007,0.900028765,0.589481413,0.153098494,0.681050479,Asia,40.1,50.8,186.7545,0.2,82,65,21.6,82,82,0.17,675,26.67,17,17.6,3.1,0,1,66.7
271,Nepal,0,1,3,2009,4.91686821,7.860043049,0.813067853,59.84000015,0.616153777,0.033983059,0.949701965,0.484039843,0.215433761,0.415181667,Asia,38.3,48.3,181.972,0.22,89,65,21.7,93,89,0.17,700,26.88,16.9,17.4,3.2,0,1,67.2
272,Nepal,0,1,3,2010,4.349675179,7.902270794,0.779038072,59.90000153,0.519062638,0.081981964,0.910801888,0.538355172,0.225972995,0.45481205,Asia,36.6,45.9,177.189,0.23,82,65,21.8,83,82,0.17,730,27.01,16.7,17.2,3.3,0,1,67.6
273,Nepal,1,1,3,2011,3.809444666,7.934880257,0.740979373,59.95999908,0.524797678,-0.01938219,0.934563756,0.530136704,0.207358956,0.328487307,Asia,35,43.6,172.406,0.25,92,65,21.9,92,92,0.17,754,27.04,16.5,16.9,3.3,0,1,68
741,Nicaragua,1,1,3,2008,5.103827477,8.453953743,0.857186258,64.5,0.790831089,0.075145036,0.818949223,0.770376146,0.289344728,0.336719424,Central America and Caribbean,22,26.1,166.1845,3.59,97,83,26.5,97,97,0.12,1709,5.67,1.9,1.8,5.8,0,1,71.9
276,Nicaragua,0,1,3,2009,5.352804661,8.406784058,0.834688067,64.59999847,0.746065021,0.069943935,0.794486761,0.739845395,0.299064666,0.372536182,Central America and Caribbean,21.1,24.9,163.375,3.32,98,83,26.6,99,98,0.12,1630,5.75,1.9,1.8,5.9,0,1,72.2
277,Nicaragua,0,1,3,2010,5.68669939,8.436369896,0.86315155,64.69999695,0.791773319,0.017902365,0.801728904,0.749126315,0.268023372,0.403349727,Central America and Caribbean,20.3,23.9,160.5665,3.33,98,83,26.7,99,98,0.12,1679,5.82,1.9,1.8,6,0,1,72.4
278,Nicaragua,0,1,3,2011,5.385705471,8.484152794,0.800305128,64.80000305,0.778591037,-0.0199768,0.760242522,0.747022092,0.309018821,0.539968431,Central America and Caribbean,19.5,22.9,157.757,3.34,98,83,26.8,99,98,0.12,1761,5.9,1.8,1.8,6.1,0,1,72.7
751,Niger,0,1,3,2008,4.235657215,6.918079853,0.60663867,51.02000046,0.648728073,-0.053767972,0.748752594,0.689175248,0.19388248,0.495378584,Africa,67.9,139.3,273.319,0.11,72,64,21.4,68,67,0.14,432,15.25,11.2,11,1.4,0,1,55.8
281,Niger,0,1,3,2009,4.267169952,6.899418831,0.771265149,51.45999908,0.880042136,-0.00760808,0.483152986,0.714190245,0.115248479,0.584044814,Africa,64.8,130.3,270.291,0.1,71,64,21.5,71,71,0.12,424,15.84,11,1.8,1.4,0,1,56.6
282,Niger,0,1,3,2010,4.101016045,6.943277359,0.654964983,51.90000153,0.817219734,-0.02218822,0.528980315,0.71503073,0.125837803,0.779490769,Africa,61.9,121.9,267.262,0.11,70,64,21.5,75,70,0.08,443,16.46,1.7,1.6,1.4,0,1,57.3
283,Niger,1,1,3,2011,4.555829525,6.927817345,0.817660689,52.34000015,0.779515266,-0.054488208,0.549093366,0.709998012,0.166154444,0.7923069,Africa,59.3,114.5,264.2335,0.13,75,64,21.6,40,75,0.08,437,17.11,1.5,1.3,1.5,0,1,58.1
882,Senegal,0,1,3,2008,4.683499813,7.930427551,0.756298721,56.09999847,0.61187619,-0.031241652,0.879247844,0.6688627,0.252161235,0.286527872,Africa,46.1,74.3,223.3005,0.36,88,33,22.7,87,88,0.26,1143,12,1.8,1.7,2.4,0,1,62.9
331,Senegal,0,1,3,2009,4.335114002,7.930426598,0.810355306,56.40000153,0.556838155,-0.037648786,0.918035448,0.708374262,0.227579623,0.261134237,Africa,44.1,69.8,217.6005,0.31,86,33,22.7,83,86,0.22,1143,12.34,1.6,1.5,2.4,0,1,63.6
332,Senegal,1,1,3,2010,4.372156143,7.936342239,0.76029408,56.70000076,0.777262628,-0.078549474,0.850534856,0.669947743,0.142737702,0.285449982,Africa,42.4,65.7,211.9,0.18,89,33,22.7,76,89,0.19,1150,12.68,1.4,1.3,2.4,0,1,64.3
333,Senegal,1,1,3,2011,3.834201574,7.921926975,0.602409363,57,0.6408903,-0.161634251,0.869893968,0.696441174,0.180026993,0.304639816,Africa,40.7,62.1,206.2,0.21,92,33,22.8,89,92,0.16,1133,13.03,1.2,1.1,2.4,0,1,64.9
973,Tajikistan,0,1,3,2008,5.063986778,7.720915318,0.700900733,60.70000076,0.815954745,0.013926424,0.723376989,0.487898767,0.16043596,0.879889667,Asia,39.7,46.3,149.14,0.56,86,87,25,87,86,0.13,739,7.21,3.8,3.8,11,0,1,67.9
366,Tajikistan,0,1,3,2009,4.575174809,7.73792696,0.67565304,60.79999924,0.743786514,-0.003029752,0.791703999,0.474870116,0.203190178,0.834126532,Asia,38.1,44.3,146.4255,0.66,93,93,25.1,93,93,0.17,752,7.36,3.7,3.8,10.9,0,1,68.4
367,Tajikistan,1,1,3,2010,4.380636215,7.77905798,0.759163022,60.90000153,0.78449589,0.058086708,0.678527772,0.482640594,0.191733032,0.909929097,Asia,36.9,42.7,143.711,0.68,93,95,25.2,95,93,0.23,783,7.53,3.7,3.8,10.9,0,1,68.7
368,Tajikistan,1,1,3,2011,4.262671471,7.828100681,0.750738382,61,0.776179969,-0.12265639,0.67219919,0.573455215,0.165632233,0.890875399,Asia,35.8,41.4,140.997,0.71,96,96,25.4,97,96,0.17,823,7.7,3.7,3.7,10.8,0,1,69.1
983,Tanzania,0,1,3,2008,4.384741783,7.549336433,0.77436012,52.08000183,0.562211752,0.256295413,0.930031776,0.739763379,0.178047031,0.51525718,Africa,51,79.6,345.9945,4.96,86,64,22.7,89,86,2.76,765,41.85,7.3,7.3,5,0,1,56.8
371,Tanzania,0,1,3,2009,3.407507896,7.572009563,0.836828411,52.74000168,0.606549144,0.308808595,0.902627051,0.733148217,0.160527438,0.680313766,Africa,48.7,75.4,331.2625,6.26,85,64,22.7,88,85,2.59,782,43.07,7.2,7.2,5,0,1,57.7
372,Tanzania,0,1,3,2010,3.229129076,7.604382038,0.812531769,53.40000153,0.597121656,0.139381424,0.866263866,0.666602314,0.146118715,0.640798569,Africa,47.1,71.9,316.531,6.95,91,64,22.8,94,91,2.48,808,44.35,7.1,7.1,5.1,0,1,58.6
373,Tanzania,0,1,3,2011,4.073562145,7.648871422,0.882530153,54.06000137,0.73603034,-0.045770295,0.81637615,0.719679892,0.145141155,0.564787149,Africa,45.5,68.4,301.7985,7.09,90,64,22.9,88,90,2.4,845,45.67,7,6.9,5.1,0,1,59.5
1025,Uganda,0,1,3,2008,4.568619251,7.478466034,0.812828124,50.41999817,0.577933729,-0.054819308,0.848458529,0.623278558,0.239572912,0.495678872,Africa,54.5,86.8,384.1585,11.37,71,64,21.8,69,71,3.44,725,30.43,6.2,6.2,5.2,0,1,55
386,Uganda,0,1,3,2009,4.611985683,7.512592793,0.852087021,51.25999832,0.760231495,-0.037424661,0.840422809,0.594162881,0.296115577,0.479615837,Africa,52.1,81.5,369.69,11.1,79,64,21.9,78,79,3.29,750,31.41,6.1,6.1,5.2,0,1,56.1
387,Uganda,1,1,3,2010,4.192882061,7.535571098,0.830155492,52.09999847,0.800667286,-0.014716002,0.854991913,0.627986968,0.251241982,0.662705898,Africa,49.5,76.3,355.2225,8.55,80,64,22,79,80,3.12,768,32.43,6,6,5.7,0,1,57.1
388,Uganda,1,1,3,2011,4.826001167,7.593511105,0.881751359,52.93999863,0.732973993,0.031412538,0.830123901,0.618214846,0.25448221,0.52145654,Africa,47,71.6,340.7545,8.79,82,64,22,79,82,2.89,814,33.48,5.9,5.9,5.4,0,1,58.1
1082,Uzbekistan,0,1,3,2008,5.311368465,8.402387619,0.894025862,61.81999969,0.831268847,-0.027914839,,0.647092998,0.186682403,,Asia,29.8,34,168.016,1.72,91,26,25.7,98,98,0.14,1918,27.3,3.1,3.1,10.3,0,1,69.2
416,Uzbekistan,0,1,3,2009,5.26072073,8.462946892,0.904677987,62.06000137,,0.008255917,0.610257804,0.646040261,0.158656552,,Asia,27.5,31.3,162.9475,1.7,98,84,25.9,99,98,0.14,2038,27.77,3.1,3.1,10.5,0,1,69.4
417,Uzbekistan,1,1,3,2010,5.095342159,8.507943153,0.903226435,62.29999924,,-0.035007056,0.51872021,0.664852977,0.151882708,,Asia,25.4,28.7,157.8785,1.74,99,54,26,99,99,0.14,2131,28.56,3,3.1,10.7,0,1,69.7
418,Uzbekistan,1,1,3,2011,5.738744259,8.553657532,0.924071252,62.54000092,0.934132695,0.037294738,0.52186209,0.662584543,0.122773238,,Asia,23.4,26.4,152.8095,1.73,99,99,26.2,99,99,0.14,2231,29.34,3,3.1,10.9,0,1,69.9
1111,Zimbabwe,0,0,3,2008,3.174263716,7.687012672,0.843474507,42.79999924,0.343556046,-0.105448671,0.963846326,0.570537865,0.250060171,0.181593537,Africa,54.5,94.5,594.7345,2.82,75,64,23.6,75,75,7.81,850,12.38,7.8,7.8,7,0,1,46.5
426,Zimbabwe,0,0,3,2009,4.055914402,7.788678646,0.805780947,44,0.411089182,-0.093554139,0.930817783,0.660172701,0.218418732,0.285287261,Africa,54,91.3,551.9115,2.77,73,64,23.6,69,73,7.31,941,12.53,7.5,7.4,7.2,0,1,48.4
427,Zimbabwe,0,0,3,2010,4.681569576,7.954751015,0.856637836,45.20000076,0.664718211,-0.108831823,0.828360796,0.699366033,0.122149915,0.47120136,Africa,52.1,86.4,509.088,3.38,90,64,23.6,89,89,6.73,1110,12.7,7.1,7,7.3,0,1,50.6
428,Zimbabwe,0,0,3,2011,4.845641613,8.072114944,0.864693522,46.40000153,0.632977962,-0.104004815,0.829800427,0.699490964,0.210543975,0.425926328,Africa,50.8,80.8,466.265,3.91,94,64,23.7,93,93,6.05,1249,12.89,6.8,6.7,7.3,0,1,52.9
289,Denmark,1,0,1,2007,7.950891953,10.87771797,0.953911722,68.95999908,0.969788373,0.2696127,0.247505307,0.759462297,0.163090929,0.665933907,European Union,3.7,4.4,87.314,10.7,88,87,25.2,88,88,0.04,53345,5.49,1.1,0.9,12.9,1,0,78.4
483,Ireland,0,0,1,2007,7.588029881,10.92795944,0.982521713,69.86000061,0.894108713,0.319300771,0.486994654,0.745194614,0.147759244,0.513727903,European Union,3.8,4.4,73.6315,12.18,95,86,27,93,93,0.07,48314,4.49,0.3,0.2,12,1,0,80.1
517,Japan,0,1,1,2007,5.93067934,10.56569099,0.887304068,72.76000214,0.77207005,-0.138788044,0.816475332,0.704691589,0.190774098,0.221201479,Asia,2.5,3.4,64.0215,7.06,83,78,22.6,98,98,0.17,33558,128.06,1.8,1.5,11.4,1,0,82.6
592,Lithuania,0,0,1,2007,5.543925991,10.19559288,0.91366744,63.90000153,0.621060073,-0.261205196,0.960843027,0.501196086,0.275795698,0.161105841,European Union,5.9,7.3,222.743,13.79,96,96,26.3,96,96,0.08,12425,3.2,2.9,2.9,12.2,1,0,71.8
872,Saudi Arabia,0,1,1,2007,6.821370373,10.72194767,0.823053539,61.79999924,0.531811953,-0.024490723,0.507919014,0.606720626,0.201822907,,Middle East,11.9,13.8,97.655,0.082,98,98,27.9,98,98,0.13,19118,25.89,7.2,7.3,8.3,0,1,73.6
36,Armenia,0,0,2,2007,4.641972294,9.256032944,0.709485531,64.31999969,0.462156564,-0.216436863,0.876099229,0.486230165,0.384891808,0.464447111,Rest of Europe,18.1,20.3,142.5365,3.96,89,94,25.9,91,89,0.08,3335,2.91,2,2.1,11,0,1,72.9
63,Azerbaijan,0,0,2,2007,4.817189217,9.447179794,0.684267223,61.13999939,0.601043284,-0.029483547,0.715124726,0.560817659,0.22679542,0.792291224,Asia,36.8,42.7,139.7585,1.12,68,79,26.2,85,81,0.12,4693,8.76,2.8,2.9,10.2,0,1,70.2
90,Belarus,0,0,2,2007,5.463332176,9.676768303,0.903700352,61.18000031,0.639923871,-0.22155188,0.69649595,,0.245659292,0.533608973,Rest of Europe,5.1,6.6,222.907,14.58,98,99,26.2,98,97,0.2,5181,9.53,2.1,2.3,11.3,0,1,70.5
220,Chile,0,1,2,2007,5.789438725,9.944648743,0.803758562,68.13999939,0.640201688,0.079678036,0.740667343,0.706395447,0.329703212,0.405252457,South America,7.6,8.9,97.824,7.31,95,89,27.3,95,95,0.17,11447,16.71,0.9,0.9,9.9,0,1,78.3
230,China,0,0,2,2007,4.85629488,8.910973549,0.74828732,66.18000031,0.853072047,-0.093270309,,0.705133259,0.146963045,,Asia,14.8,18.5,97.3465,4.27,95,95,23,99,97,0.1,4712,1324.66,4.5,4,7,0,1,73.8
323,El Salvador,0,1,2,2007,5.191493988,8.908274651,0.747411311,64.76000214,0.635648251,-0.07884828,0.734727442,0.827382028,0.23212412,0.377636671,Central America and Caribbean,18.3,21.4,200.807,2.59,98,79,26.9,98,98,0.25,3364,6.13,1.8,1.7,6.4,0,1,70.8
370,Georgia,0,0,2,2007,4.15609026,9.144052505,0.607512712,63.5,0.6139974,-0.225291982,0.49799946,0.371024489,0.261508077,0.507006943,Rest of Europe,15.4,17.2,177.359,7.27,89,87,26.6,90,92,0.11,2980,3.85,2.6,2.8,12.2,0,1,70.9
409,Guatemala,0,1,2,2007,6.434494514,8.904532433,0.865605474,59.54000092,0.630151749,0.204702258,0.79628545,0.800283611,0.2336362,0.322260082,Central America and Caribbean,30.8,37.8,185.0735,2.1,95,83,25.8,96,95,0.13,3621,13.74,1.3,1.3,4.3,0,1,70.8
433,Honduras,0,0,2,2007,5.420331001,8.519512177,0.828175902,62.70000076,0.686880887,0.222679302,0.863222003,0.718948781,0.20585382,0.288161844,Central America and Caribbean,21.5,25.5,157.2385,2.85,92,83,25.8,93,93,0.1,2184,7.98,2.3,2.3,5.1,0,1,72.8
474,Iraq,0,1,2,2007,4.609844704,9.010554314,0.744366288,60.93999863,0.385769367,-0.058426142,0.909881651,0.532274425,0.448168784,0.476128489,Middle East,30.3,37.1,183.7195,0.17,66,76,27.8,71,69,0.13,3860,28.39,5.4,5.1,6.2,0,1,68.2
527,Jordan,0,1,2,2007,4.9230058,9.364168167,0.766224205,66.33999634,,-0.130018577,0.709403396,0.655700445,0.331201166,,Middle East,18.1,21.3,118.1005,0.58,97,90,28.4,98,97,0.13,4787,6.56,3.8,3.8,9.8,0,1,73.1
537,Kazakhstan,0,1,2,2007,5.838641977,9.891931534,0.839467227,59.20000076,0.72658366,-0.222079709,0.899163663,0.613463759,0.15972586,0.686738968,Asia,21.9,24.7,257.3335,3.42,99,99,25.9,99,99,0.1,8555,15.78,2.4,2.5,11.5,0,1,67.1
624,Malaysia,0,0,2,2007,5.820678177,9.908649445,0.802811384,65.23999786,0.77956599,0.042640433,0.883765519,0.727531135,0.185744986,0.663472474,Asia,6.9,8.1,128.5065,0.5,97,93,24.8,97,97,0.18,8074,27.24,8.5,8.3,9.4,0,1,74.1
661,Mexico,0,1,2,2007,6.822903624,9.819932938,0.876327813,64.81999969,0.6774773,-0.12914446,0.784897923,0.774335682,0.201175302,0.413553208,North America,17.6,20.6,120.3315,4.27,97,94,27.4,96,96,0.16,9181,110.82,1.7,1.6,8,0,1,75.2
671,Moldova,0,1,2,2007,5.520275612,9.044728279,0.871552587,60.24000168,0.640617132,-0.056532498,0.925663769,0.565447807,0.283589244,0.208650127,Rest of Europe,15.3,17.8,217.857,7.72,97,92,26.5,96,90,0.43,2235,2.87,2.9,3.1,10.9,0,1,68.7
793,Panama,0,1,2,2007,6.933090344,9.934837341,0.922481298,67.18000031,0.707384586,0.057951551,0.88065052,0.776062965,0.150143132,0.310028732,Central America and Caribbean,18,21.1,124.016,6,86,79,26.3,86,86,0.4,9894,3.52,2,2,9.2,0,1,76.4
803,Paraguay,0,1,2,2007,5.580061684,9.175508499,0.889281452,65.04000092,0.649068773,0.055489615,0.891085148,0.797779143,0.259037822,0.23880963,South America,23.2,27.7,155.128,6.89,87,84,25.8,85,89,0.15,4420,6.08,2.1,2.1,7.4,0,1,72.3
813,Peru,0,1,2,2007,5.122923098,9.142193794,0.777106822,66.98000336,0.637672365,-0.068087906,0.89643985,0.701445818,0.353949875,0.173054844,South America,17.1,22,135.759,4.95,93,56,25.8,93,93,0.17,4805,28.56,1.2,1.2,8.4,0,1,73.8
823,Philippines,0,1,2,2007,4.568906508,8.633817673,0.798442245,61.47999954,0.860842586,0.082235992,0.816584587,0.773812234,0.384014696,0.566654027,Asia,25.3,32.5,208.4315,4.15,88,22,22.6,87,91,0.03,2310,90.9,1,9.7,9,0,1,69.5
927,South Africa,0,0,2,2007,5.35463068,9.53322506,0.809542179,47.79999924,0.748846471,-0.103255332,0.865791023,0.712142289,0.206242844,0.461442381,Africa,43,68.9,498.352,7.46,76,54,26.8,77,79,10.58,6171,49.78,8.9,1.7,9.7,0,1,55.4
947,Sri Lanka,0,1,2,2007,4.443084621,9.020895004,0.815702736,63.24000168,0.833835602,0.161686391,0.861397326,0.655605435,0.152587533,0.720333278,Asia,10.5,12.2,124.8175,2.1,98,97,22.3,98,98,0.02,2675,19.98,15.4,15.4,11,0,1,75.2
993,Thailand,1,0,2,2007,5.643647127,9.519333839,0.831711292,66.73999786,0.867833734,0.424182832,0.933372617,0.777418733,0.145058736,0.406274229,Asia,12.8,14.9,165.9995,7.54,98,91,23.6,99,99,0.27,4884,66.53,8.5,8.6,7.3,0,1,73.3
1035,Ukraine,0,1,2,2007,5.177238045,9.487659454,0.860013783,61.56000137,0.486626983,-0.266052991,0.929175198,0.544517279,0.185805932,0.159723967,Rest of Europe,11.1,12.9,268.4445,9.41,84,95,26.2,91,90,0.31,2599,46.26,2.5,2.6,11.3,0,1,68.3
1073,Uruguay,0,0,2,2007,5.673869858,9.75652504,0.879113853,66.94000244,0.807930231,-0.150573879,0.596766949,0.684607685,0.26400578,0.590951741,South America,10.3,11.8,114.3705,6.54,94,93,26.5,94,94,0.22,12022,3.34,1.6,1.5,8.4,0,1,76.4
1092,Vietnam,0,1,2,2007,5.488042536,8.439886093,0.804560363,64.33999634,0.888624668,0.200217381,0.789237559,0.623606741,0.217537612,0.866248786,Asia,18.8,23.5,133.6115,1.78,87,65,20.8,93,93,0.19,1833,86.24,14.7,15.7,7,0,1,74.6
0,Afghanistan,0,1,3,2007,3.733589897,7.302573681,0.450662315,50.5,0.718114316,0.173169285,0.88168633,0.414297044,0.25819549,0.61207211,Asia,69.2,95.7,259.806,0.028,64,23,22.5,64,64,0.02,399,27.72,18.8,18.9,3,0,1,59.9
80,Bangladesh,0,1,3,2007,5.025227852,7.885724068,0.466553479,60.15999985,0.606012166,-0.04347172,0.801819921,0.544638395,0.231860757,0.761932433,Asia,42.7,54.7,145.5585,0.003,96,65,20.9,96,96,0.01,897,144.3,19.3,19.9,4.8,0,1,69.1
177,Cambodia,0,0,3,2007,4.476216393,7.878773212,0.619264305,58.31999969,0.914172947,0.045620102,0.888392031,0.599989057,0.335324019,0.737532258,Asia,43.2,51.3,202.626,1.35,91,49,21.4,91,91,0.22,867,13.88,11.2,11.4,3.9,0,1,65.4
187,Cameroon,0,1,3,2007,4.32918005,8.079182625,0.696715772,48.72000122,0.580257237,-0.072215065,0.945002794,0.612912178,0.31248498,0.314642787,Africa,72.7,117.6,368.451,5.5,84,64,23.8,82,84,2.27,1249,19.25,6.4,6.5,5.2,0,1,54.2
210,Chad,0,0,3,2007,4.663246822,7.355507851,0.570834816,47.84000015,0.526610374,0.063300468,0.943553567,0.569265902,0.225483745,0.348725855,Africa,87.5,155.7,393.0275,0.64,17,64,21.5,30,19,0.77,654,11.18,9.8,9.7,1.8,0,1,49.8
390,Ghana,0,1,3,2007,4.996513462,8.177175522,0.622255147,53.41999817,0.838006318,0.117793247,0.862870395,0.674331009,0.172045439,0.665988922,Africa,50.5,75.3,263.346,1.26,93,56,23.4,92,93,1.07,1319,23.56,7.5,7.4,6.6,0,1,60.2
456,India,0,0,3,2007,5.145833015,8.221504211,0.683593154,56.58000183,0.755839646,-0.07218942,0.891188443,0.572613895,0.259315461,0.616264701,Asia,49.4,64.6,197.9155,1.92,29,33,21.2,69,70,0.12,1093,1200.67,27,27.9,5.2,0,1,65.8
547,Kenya,0,0,3,2007,4.015274525,8.158353806,0.826555252,52.45999908,0.620295763,-0.019278798,0.909446537,0.733151376,0.148996606,0.505623937,Africa,41.4,63.5,324.2835,1.32,88,28,22.7,88,88,2.33,1255,39.79,8.3,8.2,6,0,1,58.8
574,Lebanon,0,1,3,2007,4.594851017,9.742753029,0.717357397,65.27999878,0.524062514,0.033044834,0.926725864,0.47536701,0.36541757,0.309518278,Middle East,9.8,11.4,71.4135,1.57,81,65,27,75,81,0.03,7961,4.76,4.7,4.7,7.8,0,1,77.9
633,Mali,0,0,3,2007,4.121466408,7.607024193,0.746600628,50.61999893,0.494840056,-0.01168521,0.917589664,0.717300117,0.16449067,0.316960841,Africa,81.1,140.2,289.566,0.58,74,64,22.4,74,74,0.62,707,14.11,9.2,9,1.9,0,1,54.2
649,Mauritania,1,1,3,2007,4.248075008,8.480745316,0.670252621,56.79999924,0.593264878,-0.016934002,0.840947509,0.747175515,0.176086441,0.432421237,Africa,63.8,101.1,216,0.018,74,64,24.4,73,74,0.24,1462,3.3,9.2,8.9,3.6,0,1,62
713,Nepal,1,1,3,2007,4.440526485,7.823812008,0.81765765,59.77999878,0.617604792,0.280979007,0.900028765,0.589481413,0.153098494,0.681050479,Asia,40.1,50.8,186.7545,0.2,82,65,21.6,82,82,0.17,675,26.67,17,17.6,3.1,0,1,66.7
741,Nicaragua,1,1,3,2007,5.123827477,8.453953743,0.857186258,64.5,0.790831089,0.075145036,0.818949223,0.770376146,0.289344728,0.336719424,Central America and Caribbean,22,26.1,166.1845,3.59,97,83,26.5,97,97,0.12,1709,5.67,1.9,1.8,5.8,0,1,71.9
751,Niger,0,1,3,2007,4.235657215,6.918079853,0.60663867,51.02000046,0.648728073,-0.053767972,0.748752594,0.689175248,0.19388248,0.495378584,Africa,67.9,139.3,273.319,0.11,72,64,21.4,68,67,0.14,432,15.25,11.2,11,1.4,0,1,55.8
882,Senegal,0,1,3,2007,4.683499813,7.930427551,0.756298721,56.09999847,0.61187619,-0.031241652,0.879247844,0.6688627,0.252161235,0.286527872,Africa,46.1,74.3,223.3005,0.36,88,33,22.7,87,88,0.26,1143,12,1.8,1.7,2.4,0,1,62.9
973,Tajikistan,0,1,3,2007,5.016398678,7.720915318,0.700900733,60.70000076,0.815954745,0.013926424,0.723376989,0.487898767,0.16043596,0.879889667,Asia,39.7,46.3,149.14,0.56,86,87,25,87,86,0.13,739,7.21,3.8,3.8,11,0,1,67.9
983,Tanzania,0,1,3,2007,4.384741783,7.549336433,0.77436012,52.08000183,0.562211752,0.256295413,0.930031776,0.739763379,0.178047031,0.51525718,Africa,51,79.6,345.9945,4.96,86,64,22.7,89,86,2.76,765,41.85,7.3,7.3,5,0,1,56.8
1025,Uganda,0,1,3,2007,4.546861925,7.478466034,0.812828124,50.41999817,0.577933729,-0.054819308,0.848458529,0.623278558,0.239572912,0.495678872,Africa,54.5,86.8,384.1585,11.37,71,64,21.8,69,71,3.44,725,30.43,6.2,6.2,5.2,0,1,55
1082,Uzbekistan,0,1,3,2007,5.321368465,8.402387619,0.894025862,61.81999969,0.831268847,-0.027914839,,0.647092998,0.186682403,,Asia,29.8,34,168.016,1.72,91,26,25.7,98,98,0.14,1918,27.3,3.1,3.1,10.3,0,1,69.2
1111,Zimbabwe,0,0,3,2007,3.24263716,7.687012672,0.843474507,42.79999924,0.343556046,-0.105448671,0.963846326,0.570537865,0.250060171,0.181593537,Africa,54.5,94.5,594.7345,2.82,75,64,23.6,75,75,7.81,850,12.38,7.8,7.8,7,0,1,46.5
